tiempo	rho
27.970000	0.535782
27.980000	0.535992
27.990000	0.536202
28.000000	0.536412
28.010000	0.536621
28.020000	0.536830
28.030000	0.537039
28.040000	0.537248
28.050000	0.537457
28.060000	0.537665
28.070000	0.537873
28.080000	0.538080
28.090000	0.538288
28.100000	0.538495
28.110000	0.538702
28.120000	0.538909
28.130000	0.539115
28.140000	0.539321
28.150000	0.539527
28.160000	0.539733
28.170000	0.539938
28.180000	0.540143
28.190000	0.540348
28.200000	0.540553
28.210000	0.540757
28.220000	0.540961
28.230000	0.541165
28.240000	0.541369
28.250000	0.541572
28.260000	0.541775
28.270000	0.541978
28.280000	0.542181
28.290000	0.542383
28.300000	0.542585
28.310000	0.542787
28.320000	0.542989
28.330000	0.543190
28.340000	0.543391
28.350000	0.543592
28.360000	0.543793
28.370000	0.543993
28.380000	0.544193
28.390000	0.544393
28.400000	0.544592
28.410000	0.544792
28.420000	0.544991
28.430000	0.545190
28.440000	0.545388
28.450000	0.545587
28.460000	0.545785
28.470000	0.545982
28.480000	0.546180
28.490000	0.546377
28.500000	0.546574
28.510000	0.546771
28.520000	0.546968
28.530000	0.547164
28.540000	0.547360
28.550000	0.547556
28.560000	0.547751
28.570000	0.547947
28.580000	0.548142
28.590000	0.548336
28.600000	0.548531
28.610000	0.548725
28.620000	0.548919
28.630000	0.549113
28.640000	0.549306
28.650000	0.549500
28.660000	0.549693
28.670000	0.549886
28.680000	0.550078
28.690000	0.550270
28.700000	0.550462
28.710000	0.550654
28.720000	0.550846
28.730000	0.551037
28.740000	0.551228
28.750000	0.551419
28.760000	0.551609
28.770000	0.551800
28.780000	0.551990
28.790000	0.552179
28.800000	0.552369
28.810000	0.552558
28.820000	0.552747
28.830000	0.552936
28.840000	0.553124
28.850000	0.553313
28.860000	0.553501
28.870000	0.553689
28.880000	0.553876
28.890000	0.554063
28.900000	0.554250
28.910000	0.554437
28.920000	0.554624
28.930000	0.554810
28.940000	0.554996
28.950000	0.555182
28.960000	0.555368
28.970000	0.555553
28.980000	0.555738
28.990000	0.555923
29.000000	0.556107
29.010000	0.556292
29.020000	0.556476
29.030000	0.556660
29.040000	0.556843
29.050000	0.557026
29.060000	0.557210
29.070000	0.557392
29.080000	0.557575
29.090000	0.557757
29.100000	0.557939
29.110000	0.558121
29.120000	0.558303
29.130000	0.558484
29.140000	0.558665
29.150000	0.558846
29.160000	0.559027
29.170000	0.559207
29.180000	0.559388
29.190000	0.559567
29.200000	0.559747
29.210000	0.559927
29.220000	0.560106
29.230000	0.560285
29.240000	0.560463
29.250000	0.560642
29.260000	0.560820
29.270000	0.560998
29.280000	0.561176
29.290000	0.561353
29.300000	0.561530
29.310000	0.561707
29.320000	0.561884
29.330000	0.562061
29.340000	0.562237
29.350000	0.562413
29.360000	0.562589
29.370000	0.562764
29.380000	0.562940
29.390000	0.563115
29.400000	0.563289
29.410000	0.563464
29.420000	0.563638
29.430000	0.563812
29.440000	0.563986
29.450000	0.564160
29.460000	0.564333
29.470000	0.564506
29.480000	0.564679
29.490000	0.564852
29.500000	0.565024
29.510000	0.565196
29.520000	0.565368
29.530000	0.565540
29.540000	0.565712
29.550000	0.565883
29.560000	0.566054
29.570000	0.566225
29.580000	0.566395
29.590000	0.566565
29.600000	0.566735
29.610000	0.566905
29.620000	0.567075
29.630000	0.567244
29.640000	0.567413
29.650000	0.567582
29.660000	0.567750
29.670000	0.567919
29.680000	0.568087
29.690000	0.568255
29.700000	0.568422
29.710000	0.568590
29.720000	0.568757
29.730000	0.568924
29.740000	0.569091
29.750000	0.569257
29.760000	0.569423
29.770000	0.569589
29.780000	0.569755
29.790000	0.569921
29.800000	0.570086
29.810000	0.570251
29.820000	0.570416
29.830000	0.570580
29.840000	0.570745
29.850000	0.570909
29.860000	0.571073
29.870000	0.571236
29.880000	0.571400
29.890000	0.571563
29.900000	0.571726
29.910000	0.571889
29.920000	0.572051
29.930000	0.572214
29.940000	0.572376
29.950000	0.572537
29.960000	0.572699
29.970000	0.572860
29.980000	0.573021
29.990000	0.573182
30.000000	0.573343
30.010000	0.573503
30.020000	0.573663
30.030000	0.573823
30.040000	0.573983
30.050000	0.574143
30.060000	0.574302
30.070000	0.574461
30.080000	0.574620
30.090000	0.574778
30.100000	0.574937
30.110000	0.575095
30.120000	0.575252
30.130000	0.575410
30.140000	0.575568
30.150000	0.575725
30.160000	0.575882
30.170000	0.576038
30.180000	0.576195
30.190000	0.576351
30.200000	0.576507
30.210000	0.576663
30.220000	0.576819
30.230000	0.576974
30.240000	0.577129
30.250000	0.577284
30.260000	0.577439
30.270000	0.577593
30.280000	0.577747
30.290000	0.577901
30.300000	0.578055
30.310000	0.578209
30.320000	0.578362
30.330000	0.578515
30.340000	0.578668
30.350000	0.578821
30.360000	0.578973
30.370000	0.579125
30.380000	0.579277
30.390000	0.579429
30.400000	0.579581
30.410000	0.579732
30.420000	0.579883
30.430000	0.580034
30.440000	0.580185
30.450000	0.580335
30.460000	0.580485
30.470000	0.580635
30.480000	0.580785
30.490000	0.580934
30.500000	0.581084
30.510000	0.581233
30.520000	0.581382
30.530000	0.581530
30.540000	0.581679
30.550000	0.581827
30.560000	0.581975
30.570000	0.582123
30.580000	0.582270
30.590000	0.582417
30.600000	0.582565
30.610000	0.582711
30.620000	0.582858
30.630000	0.583005
30.640000	0.583151
30.650000	0.583297
30.660000	0.583443
30.670000	0.583588
30.680000	0.583733
30.690000	0.583879
30.700000	0.584023
30.710000	0.584168
30.720000	0.584313
30.730000	0.584457
30.740000	0.584601
30.750000	0.584745
30.760000	0.584888
30.770000	0.585032
30.780000	0.585175
30.790000	0.585318
30.800000	0.585461
30.810000	0.585603
30.820000	0.585745
30.830000	0.585887
30.840000	0.586029
30.850000	0.586171
30.860000	0.586312
30.870000	0.586454
30.880000	0.586595
30.890000	0.586736
30.900000	0.586876
30.910000	0.587016
30.920000	0.587157
30.930000	0.587297
30.940000	0.587436
30.950000	0.587576
30.960000	0.587715
30.970000	0.587854
30.980000	0.587993
30.990000	0.588132
31.000000	0.588270
31.010000	0.588409
31.020000	0.588547
31.030000	0.588684
31.040000	0.588822
31.050000	0.588959
31.060000	0.589097
31.070000	0.589234
31.080000	0.589370
31.090000	0.589507
31.100000	0.589643
31.110000	0.589779
31.120000	0.589915
31.130000	0.590051
31.140000	0.590187
31.150000	0.590322
31.160000	0.590457
31.170000	0.590592
31.180000	0.590727
31.190000	0.590861
31.200000	0.590995
31.210000	0.591129
31.220000	0.591263
31.230000	0.591397
31.240000	0.591530
31.250000	0.591664
31.260000	0.591797
31.270000	0.591929
31.280000	0.592062
31.290000	0.592194
31.300000	0.592327
31.310000	0.592459
31.320000	0.592590
31.330000	0.592722
31.340000	0.592853
31.350000	0.592985
31.360000	0.593116
31.370000	0.593246
31.380000	0.593377
31.390000	0.593507
31.400000	0.593637
31.410000	0.593767
31.420000	0.593897
31.430000	0.594027
31.440000	0.594156
31.450000	0.594285
31.460000	0.594414
31.470000	0.594543
31.480000	0.594671
31.490000	0.594800
31.500000	0.594928
31.510000	0.595056
31.520000	0.595184
31.530000	0.595311
31.540000	0.595438
31.550000	0.595566
31.560000	0.595692
31.570000	0.595819
31.580000	0.595946
31.590000	0.596072
31.600000	0.596198
31.610000	0.596324
31.620000	0.596450
31.630000	0.596575
31.640000	0.596701
31.650000	0.596826
31.660000	0.596951
31.670000	0.597076
31.680000	0.597200
31.690000	0.597325
31.700000	0.597449
31.710000	0.597573
31.720000	0.597696
31.730000	0.597820
31.740000	0.597943
31.750000	0.598067
31.760000	0.598190
31.770000	0.598312
31.780000	0.598435
31.790000	0.598557
31.800000	0.598680
31.810000	0.598802
31.820000	0.598923
31.830000	0.599045
31.840000	0.599166
31.850000	0.599288
31.860000	0.599409
31.870000	0.599530
31.880000	0.599650
31.890000	0.599771
31.900000	0.599891
31.910000	0.600011
31.920000	0.600131
31.930000	0.600251
31.940000	0.600370
31.950000	0.600489
31.960000	0.600609
31.970000	0.600727
31.980000	0.600846
31.990000	0.600965
32.000000	0.601083
32.010000	0.601201
32.020000	0.601319
32.030000	0.601437
32.040000	0.601555
32.050000	0.601672
32.060000	0.601789
32.070000	0.601906
32.080000	0.602023
32.090000	0.602140
32.100000	0.602256
32.110000	0.602373
32.120000	0.602489
32.130000	0.602605
32.140000	0.602720
32.150000	0.602836
32.160000	0.602951
32.170000	0.603066
32.180000	0.603181
32.190000	0.603296
32.200000	0.603411
32.210000	0.603525
32.220000	0.603639
32.230000	0.603753
32.240000	0.603867
32.250000	0.603981
32.260000	0.604094
32.270000	0.604208
32.280000	0.604321
32.290000	0.604434
32.300000	0.604547
32.310000	0.604659
32.320000	0.604771
32.330000	0.604884
32.340000	0.604996
32.350000	0.605108
32.360000	0.605219
32.370000	0.605331
32.380000	0.605442
32.390000	0.605553
32.400000	0.605664
32.410000	0.605775
32.420000	0.605885
32.430000	0.605996
32.440000	0.606106
32.450000	0.606216
32.460000	0.606326
32.470000	0.606436
32.480000	0.606545
32.490000	0.606654
32.500000	0.606763
32.510000	0.606872
32.520000	0.606981
32.530000	0.607090
32.540000	0.607198
32.550000	0.607306
32.560000	0.607414
32.570000	0.607522
32.580000	0.607630
32.590000	0.607738
32.600000	0.607845
32.610000	0.607952
32.620000	0.608059
32.630000	0.608166
32.640000	0.608273
32.650000	0.608379
32.660000	0.608485
32.670000	0.608591
32.680000	0.608697
32.690000	0.608803
32.700000	0.608909
32.710000	0.609014
32.720000	0.609119
32.730000	0.609225
32.740000	0.609329
32.750000	0.609434
32.760000	0.609539
32.770000	0.609643
32.780000	0.609747
32.790000	0.609851
32.800000	0.609955
32.810000	0.610059
32.820000	0.610162
32.830000	0.610266
32.840000	0.610369
32.850000	0.610472
32.860000	0.610575
32.870000	0.610677
32.880000	0.610780
32.890000	0.610882
32.900000	0.610984
32.910000	0.611086
32.920000	0.611188
32.930000	0.611290
32.940000	0.611391
32.950000	0.611493
32.960000	0.611594
32.970000	0.611695
32.980000	0.611795
32.990000	0.611896
33.000000	0.611997
33.010000	0.612097
33.020000	0.612197
33.030000	0.612297
33.040000	0.612397
33.050000	0.612496
33.060000	0.612596
33.070000	0.612695
33.080000	0.612794
33.090000	0.612893
33.100000	0.612992
33.110000	0.613091
33.120000	0.613189
33.130000	0.613287
33.140000	0.613385
33.150000	0.613483
33.160000	0.613581
33.170000	0.613679
33.180000	0.613776
33.190000	0.613874
33.200000	0.613971
33.210000	0.614068
33.220000	0.614165
33.230000	0.614261
33.240000	0.614358
33.250000	0.614454
33.260000	0.614550
33.270000	0.614646
33.280000	0.614742
33.290000	0.614838
33.300000	0.614933
33.310000	0.615029
33.320000	0.615124
33.330000	0.615219
33.340000	0.615314
33.350000	0.615408
33.360000	0.615503
33.370000	0.615597
33.380000	0.615692
33.390000	0.615786
33.400000	0.615880
33.410000	0.615973
33.420000	0.616067
33.430000	0.616160
33.440000	0.616254
33.450000	0.616347
33.460000	0.616440
33.470000	0.616533
33.480000	0.616625
33.490000	0.616718
33.500000	0.616810
33.510000	0.616902
33.520000	0.616994
33.530000	0.617086
33.540000	0.617178
33.550000	0.617269
33.560000	0.617361
33.570000	0.617452
33.580000	0.617543
33.590000	0.617634
33.600000	0.617725
33.610000	0.617815
33.620000	0.617906
33.630000	0.617996
33.640000	0.618086
33.650000	0.618176
33.660000	0.618266
33.670000	0.618356
33.680000	0.618445
33.690000	0.618535
33.700000	0.618624
33.710000	0.618713
33.720000	0.618802
33.730000	0.618891
33.740000	0.618979
33.750000	0.619068
33.760000	0.619156
33.770000	0.619244
33.780000	0.619332
33.790000	0.619420
33.800000	0.619508
33.810000	0.619596
33.820000	0.619683
33.830000	0.619770
33.840000	0.619857
33.850000	0.619944
33.860000	0.620031
33.870000	0.620118
33.880000	0.620204
33.890000	0.620291
33.900000	0.620377
33.910000	0.620463
33.920000	0.620549
33.930000	0.620635
33.940000	0.620720
33.950000	0.620806
33.960000	0.620891
33.970000	0.620976
33.980000	0.621061
33.990000	0.621146
34.000000	0.621231
34.010000	0.621316
34.020000	0.621400
34.030000	0.621485
34.040000	0.621569
34.050000	0.621653
34.060000	0.621737
34.070000	0.621820
34.080000	0.621904
34.090000	0.621987
34.100000	0.622071
34.110000	0.622154
34.120000	0.622237
34.130000	0.622320
34.140000	0.622402
34.150000	0.622485
34.160000	0.622567
34.170000	0.622650
34.180000	0.622732
34.190000	0.622814
34.200000	0.622896
34.210000	0.622977
34.220000	0.623059
34.230000	0.623140
34.240000	0.623222
34.250000	0.623303
34.260000	0.623384
34.270000	0.623465
34.280000	0.623546
34.290000	0.623626
34.300000	0.623707
34.310000	0.623787
34.320000	0.623867
34.330000	0.623947
34.340000	0.624027
34.350000	0.624107
34.360000	0.624186
34.370000	0.624266
34.380000	0.624345
34.390000	0.624424
34.400000	0.624503
34.410000	0.624582
34.420000	0.624661
34.430000	0.624740
34.440000	0.624818
34.450000	0.624897
34.460000	0.624975
34.470000	0.625053
34.480000	0.625131
34.490000	0.625209
34.500000	0.625287
34.510000	0.625364
34.520000	0.625441
34.530000	0.625519
34.540000	0.625596
34.550000	0.625673
34.560000	0.625750
34.570000	0.625827
34.580000	0.625903
34.590000	0.625980
34.600000	0.626056
34.610000	0.626132
34.620000	0.626208
34.630000	0.626284
34.640000	0.626360
34.650000	0.626436
34.660000	0.626511
34.670000	0.626587
34.680000	0.626662
34.690000	0.626737
34.700000	0.626812
34.710000	0.626887
34.720000	0.626962
34.730000	0.627036
34.740000	0.627111
34.750000	0.627185
34.760000	0.627259
34.770000	0.627333
34.780000	0.627407
34.790000	0.627481
34.800000	0.627555
34.810000	0.627628
34.820000	0.627702
34.830000	0.627775
34.840000	0.627848
34.850000	0.627921
34.860000	0.627994
34.870000	0.628067
34.880000	0.628140
34.890000	0.628212
34.900000	0.628285
34.910000	0.628357
34.920000	0.628429
34.930000	0.628501
34.940000	0.628573
34.950000	0.628645
34.960000	0.628717
34.970000	0.628788
34.980000	0.628859
34.990000	0.628931
35.000000	0.629002
35.010000	0.629073
35.020000	0.629144
35.030000	0.629215
35.040000	0.629285
35.050000	0.629356
35.060000	0.629426
35.070000	0.629496
35.080000	0.629566
35.090000	0.629636
35.100000	0.629706
35.110000	0.629776
35.120000	0.629846
35.130000	0.629915
35.140000	0.629985
35.150000	0.630054
35.160000	0.630123
35.170000	0.630192
35.180000	0.630261
35.190000	0.630330
35.200000	0.630398
35.210000	0.630467
35.220000	0.630535
35.230000	0.630604
35.240000	0.630672
35.250000	0.630740
35.260000	0.630808
35.270000	0.630876
35.280000	0.630943
35.290000	0.631011
35.300000	0.631078
35.310000	0.631146
35.320000	0.631213
35.330000	0.631280
35.340000	0.631347
35.350000	0.631414
35.360000	0.631480
35.370000	0.631547
35.380000	0.631613
35.390000	0.631680
35.400000	0.631746
35.410000	0.631812
35.420000	0.631878
35.430000	0.631944
35.440000	0.632010
35.450000	0.632075
35.460000	0.632141
35.470000	0.632206
35.480000	0.632272
35.490000	0.632337
35.500000	0.632402
35.510000	0.632467
35.520000	0.632532
35.530000	0.632596
35.540000	0.632661
35.550000	0.632726
35.560000	0.632790
35.570000	0.632854
35.580000	0.632918
35.590000	0.632982
35.600000	0.633046
35.610000	0.633110
35.620000	0.633174
35.630000	0.633237
35.640000	0.633301
35.650000	0.633364
35.660000	0.633427
35.670000	0.633490
35.680000	0.633553
35.690000	0.633616
35.700000	0.633679
35.710000	0.633742
35.720000	0.633804
35.730000	0.633867
35.740000	0.633929
35.750000	0.633991
35.760000	0.634053
35.770000	0.634115
35.780000	0.634177
35.790000	0.634239
35.800000	0.634300
35.810000	0.634362
35.820000	0.634423
35.830000	0.634485
35.840000	0.634546
35.850000	0.634607
35.860000	0.634668
35.870000	0.634729
35.880000	0.634790
35.890000	0.634850
35.900000	0.634911
35.910000	0.634971
35.920000	0.635032
35.930000	0.635092
35.940000	0.635152
35.950000	0.635212
35.960000	0.635272
35.970000	0.635332
35.980000	0.635391
35.990000	0.635451
36.000000	0.635510
36.010000	0.635570
36.020000	0.635629
36.030000	0.635688
36.040000	0.635747
36.050000	0.635806
36.060000	0.635865
36.070000	0.635923
36.080000	0.635982
36.090000	0.636041
36.100000	0.636099
36.110000	0.636157
36.120000	0.636215
36.130000	0.636273
36.140000	0.636331
36.150000	0.636389
36.160000	0.636447
36.170000	0.636505
36.180000	0.636562
36.190000	0.636620
36.200000	0.636677
36.210000	0.636734
36.220000	0.636791
36.230000	0.636848
36.240000	0.636905
36.250000	0.636962
36.260000	0.637019
36.270000	0.637075
36.280000	0.637132
36.290000	0.637188
36.300000	0.637245
36.310000	0.637301
36.320000	0.637357
36.330000	0.637413
36.340000	0.637469
36.350000	0.637525
36.360000	0.637580
36.370000	0.637636
36.380000	0.637691
36.390000	0.637747
36.400000	0.637802
36.410000	0.637857
36.420000	0.637912
36.430000	0.637967
36.440000	0.638022
36.450000	0.638077
36.460000	0.638132
36.470000	0.638186
36.480000	0.638241
36.490000	0.638295
36.500000	0.638349
36.510000	0.638403
36.520000	0.638458
36.530000	0.638511
36.540000	0.638565
36.550000	0.638619
36.560000	0.638673
36.570000	0.638726
36.580000	0.638780
36.590000	0.638833
36.600000	0.638887
36.610000	0.638940
36.620000	0.638993
36.630000	0.639046
36.640000	0.639099
36.650000	0.639152
36.660000	0.639204
36.670000	0.639257
36.680000	0.639309
36.690000	0.639362
36.700000	0.639414
36.710000	0.639466
36.720000	0.639519
36.730000	0.639571
36.740000	0.639623
36.750000	0.639674
36.760000	0.639726
36.770000	0.639778
36.780000	0.639829
36.790000	0.639881
36.800000	0.639932
36.810000	0.639983
36.820000	0.640035
36.830000	0.640086
36.840000	0.640137
36.850000	0.640188
36.860000	0.640238
36.870000	0.640289
36.880000	0.640340
36.890000	0.640390
36.900000	0.640441
36.910000	0.640491
36.920000	0.640541
36.930000	0.640591
36.940000	0.640642
36.950000	0.640692
36.960000	0.640741
36.970000	0.640791
36.980000	0.640841
36.990000	0.640891
37.000000	0.640940
37.010000	0.640989
37.020000	0.641039
37.030000	0.641088
37.040000	0.641137
37.050000	0.641186
37.060000	0.641235
37.070000	0.641284
37.080000	0.641333
37.090000	0.641382
37.100000	0.641430
37.110000	0.641479
37.120000	0.641527
37.130000	0.641575
37.140000	0.641624
37.150000	0.641672
37.160000	0.641720
37.170000	0.641768
37.180000	0.641816
37.190000	0.641864
37.200000	0.641911
37.210000	0.641959
37.220000	0.642006
37.230000	0.642054
37.240000	0.642101
37.250000	0.642149
37.260000	0.642196
37.270000	0.642243
37.280000	0.642290
37.290000	0.642337
37.300000	0.642384
37.310000	0.642430
37.320000	0.642477
37.330000	0.642524
37.340000	0.642570
37.350000	0.642617
37.360000	0.642663
37.370000	0.642709
37.380000	0.642755
37.390000	0.642801
37.400000	0.642847
37.410000	0.642893
37.420000	0.642939
37.430000	0.642985
37.440000	0.643030
37.450000	0.643076
37.460000	0.643121
37.470000	0.643167
37.480000	0.643212
37.490000	0.643257
37.500000	0.643302
37.510000	0.643347
37.520000	0.643392
37.530000	0.643437
37.540000	0.643482
37.550000	0.643527
37.560000	0.643571
37.570000	0.643616
37.580000	0.643660
37.590000	0.643705
37.600000	0.643749
37.610000	0.643793
37.620000	0.643838
37.630000	0.643882
37.640000	0.643926
37.650000	0.643969
37.660000	0.644013
37.670000	0.644057
37.680000	0.644101
37.690000	0.644144
37.700000	0.644188
37.710000	0.644231
37.720000	0.644274
37.730000	0.644318
37.740000	0.644361
37.750000	0.644404
37.760000	0.644447
37.770000	0.644490
37.780000	0.644533
37.790000	0.644575
37.800000	0.644618
37.810000	0.644661
37.820000	0.644703
37.830000	0.644746
37.840000	0.644788
37.850000	0.644830
37.860000	0.644872
37.870000	0.644915
37.880000	0.644957
37.890000	0.644999
37.900000	0.645040
37.910000	0.645082
37.920000	0.645124
37.930000	0.645166
37.940000	0.645207
37.950000	0.645249
37.960000	0.645290
37.970000	0.645332
37.980000	0.645373
37.990000	0.645414
38.000000	0.645455
38.010000	0.645496
38.020000	0.645537
38.030000	0.645578
38.040000	0.645619
38.050000	0.645659
38.060000	0.645700
38.070000	0.645741
38.080000	0.645781
38.090000	0.645822
38.100000	0.645862
38.110000	0.645902
38.120000	0.645942
38.130000	0.645983
38.140000	0.646023
38.150000	0.646063
38.160000	0.646103
38.170000	0.646142
38.180000	0.646182
38.190000	0.646222
38.200000	0.646261
38.210000	0.646301
38.220000	0.646340
38.230000	0.646380
38.240000	0.646419
38.250000	0.646458
38.260000	0.646497
38.270000	0.646536
38.280000	0.646575
38.290000	0.646614
38.300000	0.646653
38.310000	0.646692
38.320000	0.646731
38.330000	0.646769
38.340000	0.646808
38.350000	0.646846
38.360000	0.646885
38.370000	0.646923
38.380000	0.646962
38.390000	0.647000
38.400000	0.647038
38.410000	0.647076
38.420000	0.647114
38.430000	0.647152
38.440000	0.647190
38.450000	0.647228
38.460000	0.647265
38.470000	0.647303
38.480000	0.647340
38.490000	0.647378
38.500000	0.647415
38.510000	0.647453
38.520000	0.647490
38.530000	0.647527
38.540000	0.647564
38.550000	0.647601
38.560000	0.647638
38.570000	0.647675
38.580000	0.647712
38.590000	0.647749
38.600000	0.647786
38.610000	0.647822
38.620000	0.647859
38.630000	0.647896
38.640000	0.647932
38.650000	0.647968
38.660000	0.648005
38.670000	0.648041
38.680000	0.648077
38.690000	0.648113
38.700000	0.648149
38.710000	0.648185
38.720000	0.648221
38.730000	0.648257
38.740000	0.648293
38.750000	0.648328
38.760000	0.648364
38.770000	0.648400
38.780000	0.648435
38.790000	0.648471
38.800000	0.648506
38.810000	0.648541
38.820000	0.648576
38.830000	0.648612
38.840000	0.648647
38.850000	0.648682
38.860000	0.648717
38.870000	0.648752
38.880000	0.648786
38.890000	0.648821
38.900000	0.648856
38.910000	0.648891
38.920000	0.648925
38.930000	0.648960
38.940000	0.648994
38.950000	0.649028
38.960000	0.649063
38.970000	0.649097
38.980000	0.649131
38.990000	0.649165
39.000000	0.649199
39.010000	0.649233
39.020000	0.649267
39.030000	0.649301
39.040000	0.649335
39.050000	0.649369
39.060000	0.649402
39.070000	0.649436
39.080000	0.649469
39.090000	0.649503
39.100000	0.649536
39.110000	0.649570
39.120000	0.649603
39.130000	0.649636
39.140000	0.649669
39.150000	0.649702
39.160000	0.649735
39.170000	0.649768
39.180000	0.649801
39.190000	0.649834
39.200000	0.649867
39.210000	0.649900
39.220000	0.649932
39.230000	0.649965
39.240000	0.649998
39.250000	0.650030
39.260000	0.650062
39.270000	0.650095
39.280000	0.650127
39.290000	0.650159
39.300000	0.650191
39.310000	0.650224
39.320000	0.650256
39.330000	0.650288
39.340000	0.650319
39.350000	0.650351
39.360000	0.650383
39.370000	0.650415
39.380000	0.650447
39.390000	0.650478
39.400000	0.650510
39.410000	0.650541
39.420000	0.650573
39.430000	0.650604
39.440000	0.650635
39.450000	0.650667
39.460000	0.650698
39.470000	0.650729
39.480000	0.650760
39.490000	0.650791
39.500000	0.650822
39.510000	0.650853
39.520000	0.650884
39.530000	0.650915
39.540000	0.650945
39.550000	0.650976
39.560000	0.651007
39.570000	0.651037
39.580000	0.651068
39.590000	0.651098
39.600000	0.651129
39.610000	0.651159
39.620000	0.651189
39.630000	0.651219
39.640000	0.651249
39.650000	0.651280
39.660000	0.651310
39.670000	0.651340
39.680000	0.651369
39.690000	0.651399
39.700000	0.651429
39.710000	0.651459
39.720000	0.651489
39.730000	0.651518
39.740000	0.651548
39.750000	0.651577
39.760000	0.651607
39.770000	0.651636
39.780000	0.651666
39.790000	0.651695
39.800000	0.651724
39.810000	0.651753
39.820000	0.651782
39.830000	0.651812
39.840000	0.651841
39.850000	0.651869
39.860000	0.651898
39.870000	0.651927
39.880000	0.651956
39.890000	0.651985
39.900000	0.652013
39.910000	0.652042
39.920000	0.652071
39.930000	0.652099
39.940000	0.652128
39.950000	0.652156
39.960000	0.652184
39.970000	0.652213
39.980000	0.652241
39.990000	0.652269
40.000000	0.652297
40.010000	0.652325
40.020000	0.652354
40.030000	0.652382
40.040000	0.652409
40.050000	0.652437
40.060000	0.652465
40.070000	0.652493
40.080000	0.652521
40.090000	0.652548
40.100000	0.652576
40.110000	0.652603
40.120000	0.652631
40.130000	0.652658
40.140000	0.652686
40.150000	0.652713
40.160000	0.652740
40.170000	0.652768
40.180000	0.652795
40.190000	0.652822
40.200000	0.652849
40.210000	0.652876
40.220000	0.652903
40.230000	0.652930
40.240000	0.652957
40.250000	0.652984
40.260000	0.653011
40.270000	0.653037
40.280000	0.653064
40.290000	0.653091
40.300000	0.653117
40.310000	0.653144
40.320000	0.653170
40.330000	0.653197
40.340000	0.653223
40.350000	0.653249
40.360000	0.653276
40.370000	0.653302
40.380000	0.653328
40.390000	0.653354
40.400000	0.653380
40.410000	0.653406
40.420000	0.653432
40.430000	0.653458
40.440000	0.653484
40.450000	0.653510
40.460000	0.653536
40.470000	0.653561
40.480000	0.653587
40.490000	0.653613
40.500000	0.653638
40.510000	0.653664
40.520000	0.653689
40.530000	0.653715
40.540000	0.653740
40.550000	0.653765
40.560000	0.653790
40.570000	0.653816
40.580000	0.653841
40.590000	0.653866
40.600000	0.653891
40.610000	0.653916
40.620000	0.653941
40.630000	0.653966
40.640000	0.653991
40.650000	0.654016
40.660000	0.654041
40.670000	0.654065
40.680000	0.654090
40.690000	0.654115
40.700000	0.654139
40.710000	0.654164
40.720000	0.654188
40.730000	0.654213
40.740000	0.654237
40.750000	0.654262
40.760000	0.654286
40.770000	0.654310
40.780000	0.654335
40.790000	0.654359
40.800000	0.654383
40.810000	0.654407
40.820000	0.654431
40.830000	0.654455
40.840000	0.654479
40.850000	0.654503
40.860000	0.654527
40.870000	0.654551
40.880000	0.654574
40.890000	0.654598
40.900000	0.654622
40.910000	0.654645
40.920000	0.654669
40.930000	0.654692
40.940000	0.654716
40.950000	0.654739
40.960000	0.654763
40.970000	0.654786
40.980000	0.654809
40.990000	0.654833
41.000000	0.654856
41.010000	0.654879
41.020000	0.654902
41.030000	0.654925
41.040000	0.654948
41.050000	0.654971
41.060000	0.654994
41.070000	0.655017
41.080000	0.655040
41.090000	0.655063
41.100000	0.655086
41.110000	0.655108
41.120000	0.655131
41.130000	0.655154
41.140000	0.655176
41.150000	0.655199
41.160000	0.655222
41.170000	0.655244
41.180000	0.655266
41.190000	0.655289
41.200000	0.655311
41.210000	0.655333
41.220000	0.655356
41.230000	0.655378
41.240000	0.655400
41.250000	0.655422
41.260000	0.655444
41.270000	0.655466
41.280000	0.655488
41.290000	0.655510
41.300000	0.655532
41.310000	0.655554
41.320000	0.655576
41.330000	0.655598
41.340000	0.655620
41.350000	0.655641
41.360000	0.655663
41.370000	0.655685
41.380000	0.655706
41.390000	0.655728
41.400000	0.655749
41.410000	0.655771
41.420000	0.655792
41.430000	0.655813
41.440000	0.655835
41.450000	0.655856
41.460000	0.655877
41.470000	0.655898
41.480000	0.655920
41.490000	0.655941
41.500000	0.655962
41.510000	0.655983
41.520000	0.656004
41.530000	0.656025
41.540000	0.656046
41.550000	0.656067
41.560000	0.656088
41.570000	0.656108
41.580000	0.656129
41.590000	0.656150
41.600000	0.656170
41.610000	0.656191
41.620000	0.656212
41.630000	0.656232
41.640000	0.656253
41.650000	0.656273
41.660000	0.656294
41.670000	0.656314
41.680000	0.656334
41.690000	0.656355
41.700000	0.656375
41.710000	0.656395
41.720000	0.656416
41.730000	0.656436
41.740000	0.656456
41.750000	0.656476
41.760000	0.656496
41.770000	0.656516
41.780000	0.656536
41.790000	0.656556
41.800000	0.656576
41.810000	0.656596
41.820000	0.656615
41.830000	0.656635
41.840000	0.656655
41.850000	0.656675
41.860000	0.656694
41.870000	0.656714
41.880000	0.656734
41.890000	0.656753
41.900000	0.656773
41.910000	0.656792
41.920000	0.656812
41.930000	0.656831
41.940000	0.656850
41.950000	0.656870
